guarde,guarded
superiorit,superiority
32567807,3256780768265104573805901883123761727188
182333,1823338981880316339159565954543405777784
0210296033185,0210296033185887273332987793525701823938
58272271232503142071,5827227123250314207124881002906972263111
118219574501701060593843365194586283,1182195745017010605938433651945862836068
27678818067628650978085718262117003,2767881806762865097808571826211700314000
42740364665941544000,4274036466594154400092799908634806622334
37672745027163897523,3767274502716389752341114262878287367583
34057547570170436703959646771595926,3405754757017043670395964677159592610294
39177957,3917795745401613722361878936526053815584
dispassiona,dispassionately
62578756203642942702575121,6257875620364294270257512121137330213811
dialog,dialogue
70897571503333096365157680450196602,7089757150333309636515768045019660252155
4388398558347770112599424691208,4388398558347770112599424691208308595666
agilit,agility
reserve,reserved
413203762,4132037622586245822478469666978594791498
3694150848886750189315699484983893605,3694150848886750189315699484983893605266
reserva,reservations
17096155049333,1709615504933383904526124043955174491368
kniv,knives
6222,62224
87783617346613535388507656327107814312,8778361734661353538850765632710781431243
271684839552410591,2716848395524105913605919812444978458110
3541306067213604600038966109364709514,3541306067213604600038966109364709514141
71193469557998918911230223,7119346955799891891123022333816023022362
7745143192838243118326326507953,7745143192838243118326326507953037117780
3544731963084400668351551609,3544731963084400668351551609139256929121
710390497773120042435781157904,7103904977731200424357811579042982304507
3477500,3477500842141005745773428029854040495555
knif,knife
56493364932315723530610,5649336493231572353061093857968399021533
7009709952053919309793194,7009709952053919309793194958832659221715
21703361511637823590596851688805613048,2170336151163782359059685168880561304838
80822637957006755393575808086318,8082263795700675539357580808631893207586
8891,8891268679281239114888003672072973080135
821956184190557610301,8219561841905576103019019952164745973440
0383721577268311,0383721577268311707345522501941217015413
2255162155,2255162155107179460621892674335641960083
951813801447168172849967930618,9518138014471681728499679306181417713191
045657792720352059,0456577927203520592134592427296520668333
doorwa,doorway
obligin,obliging
840495663991959154034218364537212023678,8404956639919591540342183645372120236786
3455856131402077659961425464632886773,3455856131402077659961425464632886773568
85573776441409708094574562485,8557377644140970809457456248548677049043
31617813894970955038369479594617979,3161781389497095503836947959461797982925
53199329432966018220787933122323,5319932943296601822078793312232322592827
6226,6226541410672464872161743513173976971222
6933653652880580156390360562722,6933653652880580156390360562722752187272
782368,7823688885575325066254262367702604215835
804570403808207703,8045704038082077035738758852597604243460
713354472098117846145107787239,7133544720981178461451077872399140606290
6244,6244371655327502287978025986909811112265
95140146178,9514014617820181073410056546670823685431
thea,theatre
6227929862827094462759150096832263450,6227929862827094462759150096832263450737
them,themselves
58230225745597,5823022574559749442750676309263225299663
872123643670433140911557,8721236436704331409115573328018297798873
thei,their
5645130306992519,5645130306992519959043638402842926741257
81954639424316690500839843,8195463942431669050083984398993036790655
5146417007698930,5146417007698930562016350219269265316659
0873576261006923021359580,0873576261006923021359580838145290642217
663693750353686994545503928744499403283,6636937503536869945455039287444994032832
6492309412,6492309412151445639478899993271458759695
inmos,inmost
604884577017762,6048845770177621831846155679784275410884
6783636602256121,6783636602256121376708142109137353178068
unexp,unexpected
35039435318367410517625657047,3503943531836741051762565704797064478004
8755138027101,8755138027101379868751299375133303843885
skimme,skimmed
92078094405213852865338462,9207809440521385286533846279707480178724
5385701687022026202,5385701687022026202746786479166440307290
skimmi,skimming
932872153,9328721532351959996167502975324759319099
41581171353292035873164168839107994000,4158117135329203587316416883910799400067
354473196,3544731963084400668351551609139256929121
917146762267305,9171467622673050442250759152902517427746
93350032641446053470357293073912578,9335003264144605347035729307391257848175
6248,6248616409386452521779352899475784962552
162132200251193795272480340133,1621322002511937952724803401331352470141
unqualifi,unqualified
email,emailed
035402123407849,0354021234078498193343210681701210056278
apart,apartment
13728141668427,1372814166842701309605073457865904790424
closel,closely
80406931724,8040693172476915221921740909688020900880
righteous,righteousness
792987748784161516349497309,7929877487841615163494973097007943683050
7975108599113980768447,7975108599113980768447326394264194520631
21834085988207186,2183408598820718646826232150802882863597
223055502172222997062097492686097627874,2230555021722229970620974926860976278740
4428584870694307099756567949198418996,4428584870694307099756567949198418996425
closet,closets
98691114058503492239156755462142467550,9869111405850349223915675546214246755049
610698046469739,6106980464697394245117979990487549514220
397481126904,3974811269047654625687368435222906321788
325242941353486993846,3252429413534869938465813717585761433095
hampd,hampden
622654141067246487216174351317397697122,6226541410672464872161743513173976971222
109971588312780020898,1099715883127800208982759358981064821179
3465602,3465602742584865956870745103527942916334
045657792720352059213459242,0456577927203520592134592427296520668333
61479452473901280284264,6147945247390128028426466892294556649586
89671576677263196442524931941806472423,8967157667726319644252493194180647242378
21288474099295,2128847409929537040546962226547278807248
850675905036623917221087323331699096,8506759050366239172210873233316990960336
6273,6273094171016343490769642372229435236612
160174851981885460860,1601748519818854608600365976067432333464
241013908779161651226804414,2410139087791616512268044148097656189797
curiositie,curiosities
486540348,4865403488955400210765171630884759704098
insensibil,insensibility
unerr,unerring
catacl,cataclysm
060273419,0602734199775666002942794109040006465428
6402636703151,6402636703151957650493344879513766262192
431053074789010,4310530747890104300987658081650814486260
010731470653154201300583810458905006764,0107314706531542013005838104589050067645
condescen,condescension
0500360758832724886787932409338007,0500360758832724886787932409338007186415
74224615114060157601159,7422461511406015760115910256449002264980
06901104562,0690110456227579220926904132753699634145
sexis,sexism
93038772769778379,9303877276977837928684093253658807339884
54306426134252668472594914314239,5430642613425266847259491431423939884543
53712365992832481865739251429498,5371236599283248186573925142949855514151
629891402265800261341580394803579710,6298914022658002613415803948035797101900
3821939520292791797324709455,3821939520292791797324709455969101640298
5825262,5825262395941896730036408086242336576209
34513687160,3451368716009803787125567661439231464580
393312132256510189175368566338139736,3933121322565101891753685663381397368363
6288,6288179495997154522125066746117439488443
copiousl,copiously
thie,thief
119475445213217322258755504897992674685,1194754452132173222587555048979926746854
hugge,hugged
thim,thimbles
31687663050998374418,3168766305099837441859803498821239340919
unequ,unequal
89433586919596049,8943358691959604936409651570327527570641
changel,changeless
8906851867558685744344692,8906851867558685744344692137920945906836
25882568064389463898808,2588256806438946389880872735284406462208
416193143126715355871548667478993986855,4161931431267153558715486674789939868551
8144912692535076821109873835219750773,8144912692535076821109873835219750773665
552173017333558513894074573,5521730173335585138940745734814416151138
52408285,5240828501201908310786780670618511457409
6295,6295071849042778925855274303522139683567
007594546281549235506086481557,0075945462815492355060864815579289619696
hamme,hammered
5780611015522102244,5780611015522102244866332471843670355023
